,duration,Max no. resources in a week,Sum of activities delays,network,activities start times,activities end times,activities durations,resources allocation
2982,16,17,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 0, 'G': 7, 'C': 0, 'D': 6, 'E': 11}","{'A': 8, 'B': 16, 'F': 4, 'G': 9, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 11, 17, 6, 4, 4, 10, 10, 10, 4, 4]"
2992,17,17,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 11}","{'A': 10, 'B': 17, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 10, 16, 17, 11, 6, 6, 4, 10, 10, 10, 4, 4, 4]"
3023,16,17,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 1, 'D': 7, 'E': 11}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 7, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 17, 11, 4, 4, 10, 10, 10, 4, 4]"
3030,17,17,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 6, 'C': 0, 'D': 6, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 8, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 17, 17, 0, 0, 4, 10, 10, 10, 4, 4, 4]"
3034,17,17,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 7, 'C': 0, 'D': 7, 'E': 9}","{'A': 10, 'B': 17, 'F': 4, 'G': 9, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 10, 10, 6, 17, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
3047,16,17,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 6, 'C': 0, 'D': 6, 'E': 11}","{'A': 9, 'B': 16, 'F': 6, 'G': 8, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 17, 17, 6, 4, 4, 10, 10, 10, 4, 4]"
1035,17,18,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 6, 12, 12, 12, 10, 11, 11, 18, 18, 10, 4, 4, 4, 4, 4, 4]"
1987,17,18,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 10, 10, 11, 11, 18, 18, 10, 4, 4, 4, 4, 4, 4]"
2098,17,18,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 4, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 8, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 4, 10, 10, 12, 12, 13, 13, 18, 18, 10, 4, 4, 4, 4, 4, 4]"
2274,17,18,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 4, 12, 12, 12, 12, 11, 11, 18, 18, 10, 4, 4, 4, 4, 4, 4]"
2492,17,18,6,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 3, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 7, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 4, 10, 12, 12, 12, 13, 11, 18, 18, 10, 4, 4, 4, 4, 4, 4]"
5,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 4, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 12, 12, 12, 10, 10, 10, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
31,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 10, 12, 12, 12, 8, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
49,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 6, 'C': 0, 'D': 10, 'E': 12}","{'A': 8, 'B': 17, 'F': 5, 'G': 8, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 12, 12, 0, 0, 9, 9, 10, 10, 10, 4, 4]"
50,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 7, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 6, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
67,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
74,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 2, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 8, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 12, 12, 10, 10, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
93,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 12, 12, 12, 8, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
108,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 3, 'G': 7, 'C': 1, 'D': 9, 'E': 12}","{'A': 8, 'B': 16, 'F': 7, 'G': 9, 'C': 7, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
138,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 6, 'E': 10}","{'A': 9, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 8, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 10, 11, 11, 12, 6, 10, 10, 10, 4, 4, 4, 4]"
208,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 6, 'C': 0, 'D': 8, 'E': 11}","{'A': 10, 'B': 17, 'F': 4, 'G': 8, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 10, 10, 12, 12, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
215,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 7, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 9, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 12, 11, 5, 4, 10, 10, 10, 4, 4, 4]"
265,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 6, 'C': 0, 'D': 10, 'E': 12}","{'A': 8, 'B': 17, 'F': 4, 'G': 8, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 12, 12, 0, 0, 9, 9, 10, 10, 10, 4, 4]"
267,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 6, 'C': 0, 'D': 10, 'E': 12}","{'A': 9, 'B': 16, 'F': 4, 'G': 8, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 10, 12, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
270,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 4, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 10, 6, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
271,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 3, 'G': 7, 'C': 1, 'D': 10, 'E': 12}","{'A': 8, 'B': 16, 'F': 7, 'G': 9, 'C': 7, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
324,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
353,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 6, 'C': 0, 'D': 9, 'E': 11}","{'A': 10, 'B': 17, 'F': 4, 'G': 8, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 10, 10, 12, 12, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
423,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 0, 'G': 7, 'C': 0, 'D': 10, 'E': 12}","{'A': 8, 'B': 16, 'F': 4, 'G': 9, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
429,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 1, 'D': 7, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 7, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
517,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 0, 'G': 7, 'C': 0, 'D': 9, 'E': 12}","{'A': 8, 'B': 16, 'F': 4, 'G': 9, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 6, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
568,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 1, 'D': 8, 'E': 12}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 7, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
590,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 6, 'C': 0, 'D': 9, 'E': 12}","{'A': 9, 'B': 16, 'F': 6, 'G': 8, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 12, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
675,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 6, 'C': 0, 'D': 8, 'E': 12}","{'A': 8, 'B': 17, 'F': 6, 'G': 8, 'C': 6, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 12, 12, 5, 5, 4, 4, 10, 10, 10, 4, 4]"
711,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 7, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 9, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 6, 12, 11, 5, 4, 10, 10, 10, 4, 4, 4]"
770,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 0, 'G': 7, 'C': 1, 'D': 9, 'E': 12}","{'A': 8, 'B': 16, 'F': 4, 'G': 9, 'C': 7, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 12, 6, 9, 9, 4, 10, 10, 10, 4]"
784,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 3, 'G': 7, 'C': 0, 'D': 8, 'E': 12}","{'A': 8, 'B': 16, 'F': 7, 'G': 9, 'C': 6, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 12, 12, 12, 8, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
791,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 3, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 7, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 10, 10, 12, 12, 12, 12, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
846,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
847,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 7, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 9, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
849,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
867,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 6, 12, 6, 5, 9, 10, 10, 10, 4, 4, 4]"
881,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 6, 'C': 0, 'D': 8, 'E': 12}","{'A': 9, 'B': 16, 'F': 5, 'G': 8, 'C': 6, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 10, 12, 12, 11, 9, 4, 4, 10, 10, 10, 4]"
927,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 0, 'G': 7, 'C': 1, 'D': 10, 'E': 12}","{'A': 8, 'B': 16, 'F': 4, 'G': 9, 'C': 7, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
935,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 6, 'D': 12, 'E': 14}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 12, 'D': 14, 'E': 17}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 8, 8, 12, 12, 10, 10, 4, 4, 8, 8, 9, 9, 10, 10, 10]"
950,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 12, 12, 12, 8, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
972,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 10, 12, 12, 12, 8, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1000,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 7, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 9, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 12, 11, 5, 4, 10, 10, 10, 4, 4, 4]"
1053,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 6, 'E': 11}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 11, 11, 6, 6, 4, 10, 10, 10, 4, 4, 4]"
1060,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 3, 'G': 7, 'C': 0, 'D': 9, 'E': 11}","{'A': 9, 'B': 16, 'F': 7, 'G': 9, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 10, 12, 12, 12, 8, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
1062,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 10, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1110,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 12, 12, 12, 8, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
1228,16,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 0, 'D': 10, 'E': 12}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 6, 12, 6, 4, 9, 9, 10, 10, 10, 4]"
1247,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 2, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 8, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 8, 12, 12, 12, 10, 10, 10, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1273,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
1296,17,12,7,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 6, 'D': 12, 'E': 14}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 12, 'D': 14, 'E': 17}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 8, 8, 8, 12, 12, 10, 10, 10, 8, 8, 8, 9, 9, 10, 10, 6]"
